% 1. Title: SCIAA Classifying printed and Handwritten text
% 
% 2. Sources:
% (a) Creator: Akhil Katpally
% (b) Donor: SCIAA 
% (c) Date: May, 2016
% 
@RELATION SCIAA
@ATTRIBUTE VerticalProjectionVariance  	NUMERIC
@ATTRIBUTE MajorHorizontalProjectionDifference   	NUMERIC
@ATTRIBUTE MajorVerticalEdge  	NUMERIC
@ATTRIBUTE pixelDistribution   NUMERIC
@ATTRIBUTE VerticalEdge   NUMERIC
@ATTRIBUTE Density   NUMERIC
@ATTRIBUTE DeviationWidth   NUMERIC
@ATTRIBUTE DeviationHeight   NUMERIC
@ATTRIBUTE DeviationArea   NUMERIC
@ATTRIBUTE class        {Printed, Handwritten}
@DATA
18027987.27,100980,193.55,11.89,36.56,75.32,536.85,4.51,45096.14,Handwritten
11803172.96,18360,174.15,13.23,39.88,82.20,83.15,3.51,6751.86,Handwritten
18512412.16,23460,189.77,14.68,33.46,70.96,71.15,7.51,4167.86,Handwritten
10108213.62,41820,211.38,12.99,28.27,51.71,100.85,2.49,4904.14,Handwritten
12912041.69,31620,187.89,17.88,36.54,70.52,39.15,2.49,5735.86,Handwritten
8438781.72,18360,180.97,4.58,42.80,81.07,195.15,16.49,21455.86,Handwritten
7613361.87,12240,192.88,26.50,40.21,74.54,171.15,0.49,15167.86,Handwritten
22646944.93,53040,159.70,4.61,44.11,80.70,457.94,25.66,52455.94,Handwritten
21475144.24,39780,155.00,13.55,39.55,71.45,545.94,28.66,63855.94,Handwritten
9462307.17,41310,156.40,77.82,57.17,115.86,87.94,1.66,5313.94,Handwritten
7397700.50,38250,137.57,39.25,47.48,100.87,165.94,2.66,11679.94,Handwritten
10441589.58,12750,146.63,59.28,48.92,89.42,46.06,6.66,3216.06,Handwritten
7288317.61,30090,112.67,92.07,43.97,83.05,121.94,12.66,13055.94,Handwritten
9540234.05,30600,139.94,60.49,52.43,107.00,101.94,8.66,9527.94,Handwritten
17746711.37,19890,144.73,4.32,54.94,128.15,0.06,0.66,1636.06,Handwritten
7420920.74,10200,158.03,1.11,50.18,102.50,142.06,2.34,12768.06,Handwritten
9889937.01,16320,166.14,2.19,64.15,118.34,6.06,7.34,4832.06,Handwritten
6552689.20,6630,104.79,53.10,48.70,96.93,246.06,0.34,19944.06,Handwritten
16436779.48,5100,142.95,45.78,55.21,125.38,288.06,7.34,23444.06,Handwritten
6596098.16,28560,129.25,49.94,55.03,101.95,57.94,0.34,2247.94,Handwritten
6445634.90,22950,167.67,66.37,52.68,101.21,197.94,0.34,12467.94,Handwritten
6066566.11,9690,136.23,26.77,55.87,91.85,132.06,0.34,11622.06,Handwritten
5627063.35,6630,172.50,24.92,58.17,114.44,188.06,5.34,16520.06,Handwritten
6856679.93,13260,135.47,2.74,59.55,124.74,96.06,9.34,11280.06,Handwritten
4857000.62,8160,226.67,2.22,66.29,137.82,242.06,19.34,21704.06,Handwritten
12252850.55,10710,129.11,5.05,47.17,93.57,1.94,5.66,271.94,Handwritten
7434777.59,24480,147.83,30.96,56.07,114.00,337.94,4.34,19935.94,Handwritten
1234732.84,5610,194.29,NaN,57.50,160.71,282.06,52.34,26108.06,Handwritten
9671475.94,4080,150.49,41.54,63.34,104.25,284.06,12.34,23510.06,Handwritten
12906794.48,18870,147.63,13.32,51.78,96.22,60.06,2.66,5496.06,Handwritten
10100764.51,31110,172.21,24.44,67.53,114.97,40.06,3.66,3666.06,Handwritten
10072032.14,39780,229.18,39.73,53.04,95.99,515.94,5.66,40877.94,Handwritten
9010488.91,31620,139.09,79.43,57.42,113.89,79.94,3.66,5573.94,Handwritten
4716127.76,7650,123.25,25.22,58.53,108.01,166.06,13.34,16496.06,Handwritten
8147184.76,12750,99.35,96.18,42.19,75.79,104.06,3.66,8594.06,Handwritten
8391077.03,10710,153.75,38.04,61.40,114.45,112.06,5.34,11352.06,Handwritten
7150572.21,11730,127.50,18.37,58.82,116.82,120.06,2.66,10056.06,Handwritten
12414661.69,9690,166.05,23.86,54.14,75.82,79.94,12.66,9443.94,Handwritten
15950639.30,6630,154.19,22.78,42.84,64.06,198.06,12.66,14464.06,Handwritten
16554160.34,249900,204.63,9.25,27.20,60.03,1257.41,1.93,101526.98,Handwritten
26976971.33,32640,217.22,9.38,38.07,93.65,90.59,1.93,7661.02,Handwritten
9064646.68,7140,170.00,17.59,37.30,74.56,390.59,1.07,32393.02,Handwritten
20839374.66,19380,222.72,16.45,43.03,97.28,94.59,0.07,8865.02,Handwritten
20427847.84,196860,237.00,4.47,34.13,73.04,1197.41,5.93,103594.98,Handwritten
8537987.23,10200,167.57,10.55,42.33,80.27,418.59,9.07,35505.02,Handwritten
15103688.94,10200,173.15,19.78,50.37,99.97,354.59,1.93,29045.02,Handwritten
14950042.45,26520,214.57,34.73,38.54,81.96,174.59,2.93,14105.02,Handwritten
13307135.97,14280,189.62,14.25,34.33,74.57,70.59,1.07,7433.02,Handwritten
9308155.49,9180,187.50,30.91,48.58,102.95,446.59,11.07,37641.02,Handwritten
15004441.32,23460,130.66,23.45,23.24,50.03,413.41,41.93,71082.98,Handwritten
13396842.48,13260,244.93,12.43,44.40,90.79,194.59,3.07,17785.02,Handwritten
19372465.51,17340,154.47,19.56,29.87,58.85,246.59,24.93,13673.02,Handwritten
18331966.55,33660,170.00,1.79,35.49,88.93,178.59,1.93,14789.02,Handwritten
27113570.13,26520,183.99,11.60,33.57,72.60,322.59,0.07,26877.02,Handwritten
20330922.42,54060,205.96,8.25,35.54,84.78,53.41,1.07,2238.98,Handwritten
14882032.26,151980,190.44,15.29,32.15,70.91,333.41,0.07,24946.98,Handwritten
23676247.95,20400,209.23,19.32,34.51,86.86,210.59,1.07,18353.02,Handwritten
14370491.10,51000,163.93,8.93,18.29,50.25,70.59,4.93,4649.02,Handwritten
23470753.85,22440,214.20,4.19,38.29,95.02,302.59,4.07,26225.02,Handwritten
22606298.38,150960,171.00,17.10,28.11,65.38,577.41,5.93,50894.98,Handwritten
22973516.06,215220,240.00,0.86,27.71,64.53,1191.41,5.93,103084.98,Handwritten
22692326.47,13260,148.75,24.22,33.30,82.21,334.59,4.93,26825.02,Handwritten
15185552.92,28560,189.32,2.66,17.73,44.66,334.59,13.07,30425.02,Handwritten
17414991.49,17340,194.79,7.85,38.25,86.82,394.59,7.07,33545.02,Handwritten
21782834.99,35700,239.26,3.25,36.41,85.78,129.41,1.93,10158.98,Handwritten
12797577.26,14280,181.69,9.81,39.40,100.28,326.59,0.93,26985.02,Handwritten
13732802.01,24480,201.88,13.32,40.75,91.21,110.59,7.07,13097.02,Handwritten
9487789.89,19380,166.73,16.96,38.57,91.62,198.59,1.07,17417.02,Handwritten
9965887.43,13260,170.00,43.24,39.31,81.77,194.59,1.07,17105.02,Handwritten
16865115.45,13260,202.69,15.36,44.62,97.52,250.59,1.07,21473.02,Handwritten
16318455.55,17340,209.23,3.34,37.35,86.99,218.59,1.07,18977.02,Handwritten
10088433.86,16320,177.83,1.42,39.70,87.50,226.59,3.07,20217.02,Handwritten
10892774.26,20400,163.20,9.62,40.58,93.14,190.59,4.07,17825.02,Handwritten
6651055.71,16320,188.48,30.70,43.42,92.51,414.59,10.07,35345.02,Handwritten
16987910.28,13260,210.20,5.13,41.77,100.46,166.59,5.07,16393.02,Handwritten
18640456.97,13260,243.23,13.37,39.03,99.28,378.59,14.07,33485.02,Handwritten
13853190.51,6120,175.31,7.73,46.48,114.75,474.59,15.07,39785.02,Handwritten
19902954.37,260100,210.80,16.05,28.60,74.45,701.41,4.07,49074.98,Handwritten
16673423.38,4080,134.58,40.63,44.14,110.30,478.59,7.07,39593.02,Handwritten
13608776.25,18360,196.15,21.43,40.01,106.15,278.59,1.07,23657.02,Handwritten
24354221.86,188700,213.04,1.60,31.19,77.55,669.41,0.07,51490.98,Handwritten
17239435.48,19380,245.32,4.51,41.25,98.90,146.59,0.07,12973.02,Handwritten
12938841.23,24480,178.50,23.57,42.97,92.52,234.59,0.93,19625.02,Handwritten
17893430.50,27540,171.00,19.02,36.30,82.62,14.59,5.93,574.98,Handwritten
18003358.46,115260,203.39,20.89,31.43,66.38,301.41,4.93,26598.98,Handwritten
8355549.72,18360,202.69,7.14,43.10,97.13,258.59,1.07,22097.02,Handwritten
21484285.92,21420,227.01,11.19,33.53,79.12,53.41,2.93,4590.98,Handwritten
21614918.38,81600,175.12,0.58,21.85,54.31,50.59,3.93,3453.02,Handwritten
27340005.74,22440,207.64,20.40,28.75,68.53,386.59,9.07,33265.02,Handwritten
25019945.34,37740,240.00,3.38,27.86,67.53,153.41,5.93,14854.98,Handwritten
20660309.11,89760,189.70,12.06,32.07,73.40,49.41,2.93,4262.98,Handwritten
17712161.91,295800,229.50,6.76,31.88,71.04,1497.41,0.93,118934.98,Handwritten
21126568.71,77520,215.06,7.09,31.92,74.15,33.41,3.93,3518.98,Handwritten
9337608.05,5100,172.21,20.91,39.04,75.57,402.59,2.07,33461.02,Handwritten
10510616.04,24480,186.59,32.37,33.62,105.33,166.59,2.93,13449.02,Handwritten
22060460.99,182580,222.00,18.79,35.98,81.97,1333.41,5.93,115154.98,Handwritten
19911581.03,43860,215.06,9.19,35.81,86.20,229.41,3.93,19786.98,Handwritten
21048932.48,16320,159.76,6.22,36.37,78.14,230.59,3.93,18393.02,Handwritten
13554429.28,18360,235.38,23.79,46.70,106.65,78.59,14.07,13985.02,Handwritten
25834352.07,75480,234.60,5.24,36.01,86.25,333.41,4.07,21474.98,Handwritten
15417186.03,18870,157.41,34.32,48.40,109.39,54.44,9.67,6540.80,Handwritten
9094551.99,9180,130.77,63.33,49.15,93.79,7.56,6.67,630.80,Handwritten
9209411.67,30090,129.00,70.90,45.18,85.93,206.44,13.67,20892.80,Handwritten
9559697.19,14790,173.15,62.86,55.56,101.82,140.44,9.67,13506.80,Handwritten
15076909.99,18360,108.56,30.21,40.65,72.76,62.44,29.67,14508.80,Handwritten
7663393.44,19380,151.41,6.03,52.96,111.72,96.44,7.33,3142.80,Handwritten
7109205.65,10710,131.25,2.70,49.40,97.70,83.56,3.33,7497.20,Handwritten
11939037.19,18870,125.80,65.04,41.03,88.43,216.44,3.67,16542.80,Handwritten
10977182.33,14280,143.66,67.33,55.90,106.12,22.44,0.33,688.80,Handwritten
14632202.33,5100,165.21,37.70,55.87,103.88,71.56,0.33,5985.20,Handwritten
9644036.25,21420,167.07,40.47,59.42,130.66,47.56,13.33,7609.20,Handwritten
9406392.67,8670,133.88,62.61,57.08,91.90,101.56,8.67,6297.20,Handwritten
5882755.56,24480,145.21,52.09,55.33,99.17,59.56,0.67,4889.20,Handwritten
7902661.28,31110,125.93,101.37,49.68,100.11,114.44,9.67,11400.80,Handwritten
9971904.74,27030,129.11,72.23,47.75,104.85,5.56,7.67,1084.80,Handwritten
6183693.00,48450,158.28,23.62,57.10,114.89,212.44,13.33,7470.80,Handwritten
5087018.82,10200,110.27,102.18,51.93,102.02,49.56,2.67,3661.20,Handwritten
9796696.04,9690,178.15,15.38,53.84,110.34,201.56,1.67,15011.20,Handwritten
9809143.62,11220,147.63,42.32,54.68,104.39,30.44,4.67,2926.80,Handwritten
6365326.90,19890,153.70,13.32,52.27,116.40,20.44,1.67,1194.80,Handwritten
16284705.96,4080,160.40,65.64,53.69,127.39,229.56,9.33,17869.20,Handwritten
9615784.27,13260,163.93,49.69,51.86,97.19,132.44,1.33,8062.80,Handwritten
5484280.44,29070,187.00,70.80,57.65,117.19,72.44,11.33,102.80,Handwritten
7562673.68,13260,157.50,6.26,57.91,116.45,113.56,3.33,9537.20,Handwritten
9601642.57,17850,146.71,23.07,44.66,87.99,51.56,1.67,4061.20,Handwritten
8339589.80,7140,129.30,26.34,49.73,86.27,199.56,0.33,15073.20,Handwritten
6839974.18,5100,123.75,70.51,49.80,86.14,171.56,3.33,13481.20,Handwritten
8935439.90,10200,163.36,9.33,58.44,120.54,129.56,7.33,11321.20,Handwritten
8465085.23,10200,150.85,32.99,47.20,97.96,22.44,0.33,688.80,Handwritten
5606042.08,8160,147.42,5.80,56.42,120.95,191.56,7.33,15289.20,Handwritten
5320382.86,19890,161.50,30.40,63.12,122.51,112.44,11.33,2502.80,Handwritten
7117913.57,11220,144.13,5.66,54.71,116.53,0.44,2.33,1481.20,Handwritten
8285967.82,9180,153.00,33.54,69.32,135.72,119.56,11.33,11417.20,Handwritten
9701516.83,11220,140.43,9.94,68.47,119.74,9.56,2.33,2171.20,Handwritten
12927263.41,29580,136.74,23.39,54.30,116.52,18.44,2.33,239.20,Handwritten
1249074.33,3570,182.14,NaN,34.58,129.88,165.56,57.33,20525.20,Handwritten
10812313.41,13770,156.29,19.70,44.47,102.82,123.56,9.33,11297.20,Handwritten
4435635.14,12750,150.21,99.90,52.65,94.11,0.44,1.67,265.20,Handwritten
8224593.28,15300,129.30,116.58,56.19,102.41,66.44,0.33,3812.80,Handwritten
7007920.11,10200,153.88,7.41,66.07,125.28,93.56,13.33,10277.20,Handwritten
7857098.05,21420,117.94,33.56,53.75,109.52,69.56,8.67,3737.20,Handwritten
10875472.41,9690,151.22,28.88,59.90,81.05,92.44,14.67,11598.80,Handwritten
12165674.30,9180,124.53,66.10,41.88,68.64,101.56,14.67,5085.20,Handwritten
20771024.80,58140,150.32,10.20,39.96,72.98,612.44,23.67,64562.80,Handwritten
26913746.80,11220,223.13,19.80,44.19,80.52,90.44,16.67,12214.80,Handwritten
21432602.09,14280,231.51,8.10,41.53,94.51,86.16,2.14,6752.05,Handwritten
12191821.59,17340,170.00,1.07,42.76,90.08,22.16,1.86,416.05,Handwritten
21586244.78,4080,255.00,55.00,44.01,115.59,277.84,5.86,21455.95,Handwritten
14042114.23,169320,216.36,6.50,21.74,49.68,718.16,7.86,44144.05,Handwritten
14638414.29,18360,204.00,33.70,41.29,91.02,69.84,3.86,6759.95,Handwritten
15482426.90,21420,221.74,2.42,44.03,91.52,21.84,4.86,3723.95,Handwritten
9152830.26,12240,193.94,19.27,47.41,90.34,18.16,2.86,235.95,Handwritten
7169540.81,12240,156.92,34.60,42.50,85.73,237.84,8.86,19059.95,Handwritten
0.00,0,255.00,NaN,1.20,255.00,78.16,71.86,25231.95,Handwritten
17379970.17,6120,214.35,5.19,49.40,115.30,285.84,4.86,21939.95,Handwritten
16420430.77,5100,211.17,48.15,40.15,102.98,293.84,9.86,22751.95,Handwritten
13223936.35,15300,219.08,28.83,45.91,103.84,69.84,2.86,6483.95,Handwritten
12080909.79,21420,186.76,9.26,41.96,88.72,126.16,2.86,7432.05,Handwritten
15947663.79,38760,211.95,23.71,39.42,83.58,598.16,3.14,46608.05,Handwritten
11050786.30,8160,226.67,15.09,41.39,92.99,189.84,1.86,14847.95,Handwritten
23069462.83,9180,186.35,2.56,35.69,112.24,153.84,4.14,11103.95,Handwritten
13580852.46,5100,156.92,23.67,43.51,90.91,241.84,4.14,17967.95,Handwritten
11815371.84,54060,239.06,17.25,42.69,105.82,1.84,9.86,4063.95,Handwritten
19365319.92,15300,194.54,4.53,28.66,64.99,146.16,23.14,21644.05,Handwritten
11692201.70,15300,148.99,34.65,30.74,64.02,50.16,15.14,9164.05,Handwritten
20938020.34,19380,181.39,12.86,32.77,70.11,150.16,23.14,22032.05,Handwritten
29715322.63,13260,226.08,31.84,33.62,87.14,157.84,23.14,7843.95,Handwritten
9444358.89,13260,219.14,4.19,43.81,77.25,57.84,9.86,7647.95,Handwritten
8152474.51,30600,199.22,21.51,46.17,87.08,42.16,9.86,1247.95,Handwritten
11531943.97,20400,199.11,45.28,38.81,69.04,46.16,0.86,2536.05,Handwritten
17170715.12,14280,221.74,8.80,44.19,101.37,37.84,4.86,4827.95,Handwritten
18640771.79,15300,250.89,38.64,39.68,87.87,257.84,11.86,20623.95,Handwritten
19309426.08,122400,216.27,9.05,30.41,70.54,602.16,5.14,48812.05,Handwritten
12331009.59,23460,225.00,22.81,41.53,90.22,73.84,5.86,7583.95,Handwritten
14948196.82,25500,213.04,6.24,37.03,77.73,294.16,5.14,24480.05,Handwritten
6358971.43,15300,204.00,36.80,47.84,95.86,141.84,3.86,11799.95,Handwritten
20342370.00,14280,230.55,33.60,40.46,115.39,225.84,0.86,17319.95,Handwritten
9434313.84,7140,239.06,37.21,52.92,108.21,193.84,9.86,16351.95,Handwritten
12534446.02,14280,234.04,1.61,44.20,90.62,5.84,0.86,1259.95,Handwritten
12484589.44,18360,167.67,0.53,43.29,98.72,101.84,0.86,8267.95,Handwritten
16555186.85,23460,198.33,12.84,43.55,93.50,125.84,1.86,10239.95,Handwritten
9657744.50,14280,184.17,8.58,48.90,108.02,153.84,1.86,12255.95,Handwritten
11611917.82,8160,187.71,63.11,37.53,96.09,253.84,1.86,19455.95,Handwritten
16453280.71,10200,209.59,13.99,41.09,87.41,181.84,0.86,14107.95,Handwritten
18564868.09,6120,239.06,13.52,55.70,140.78,297.84,9.86,23007.95,Handwritten
21928649.11,7140,240.22,36.95,41.58,89.85,281.84,4.86,21663.95,Handwritten
33349523.33,9180,213.08,37.29,36.27,96.68,209.84,0.86,16151.95,Handwritten
10044995.89,21420,198.33,24.68,44.81,92.65,150.16,1.86,9632.05,Handwritten
22039106.27,12240,225.00,30.06,34.76,84.88,181.84,5.86,14927.95,Handwritten
30044254.92,11220,204.00,46.02,31.74,79.39,181.84,11.14,12139.95,Handwritten
19813897.37,8160,230.88,32.45,41.79,87.65,189.84,0.14,14535.95,Handwritten
13447952.32,27540,219.58,6.72,38.39,87.68,98.16,1.86,5888.05,Handwritten
21847043.99,47940,188.06,4.39,28.61,68.17,150.16,6.14,13600.05,Handwritten
18813743.86,63240,218.57,7.58,30.62,60.24,142.16,10.14,14912.05,Handwritten
17836700.86,24480,160.89,19.30,35.96,79.27,61.84,10.14,2223.95,Handwritten
26875288.52,15300,237.77,13.31,33.25,88.34,169.84,0.14,13055.95,Handwritten
18362924.88,15300,188.06,41.34,31.01,68.39,169.84,6.14,11999.95,Handwritten
10759926.32,7140,203.20,3.86,42.17,105.59,249.84,9.86,19935.95,Handwritten
25059023.75,14280,226.67,20.07,35.99,88.29,173.84,1.86,13695.95,Handwritten
24029592.12,12240,210.20,8.15,38.31,84.73,141.84,0.14,10983.95,Handwritten
24521915.30,10200,208.03,41.51,31.68,81.31,173.84,2.14,13007.95,Handwritten
21480209.22,161160,248.38,1.88,27.57,60.31,602.16,3.14,46916.05,Handwritten
16119175.13,55080,180.20,13.22,38.44,77.22,13.84,1.14,1179.95,Handwritten
7069852.63,20400,171.21,3.02,43.06,82.30,21.84,3.86,3399.95,Handwritten
15720598.86,84660,204.67,11.42,26.11,57.71,394.16,2.14,30160.05,Handwritten
22190282.53,23460,189.28,20.10,30.57,75.93,130.16,23.14,20092.05,Handwritten
18323577.73,22440,188.35,12.79,37.11,80.24,278.16,14.14,28832.05,Handwritten
19307205.18,17340,157.73,5.94,33.91,83.10,109.84,23.14,3187.95,Handwritten
17206063.45,8160,202.60,21.29,36.86,97.33,229.84,0.86,17611.95,Handwritten
17897263.01,37740,213.56,0.40,38.92,82.05,5.84,6.14,1120.05,Handwritten
16632029.94,245820,176.30,4.87,28.28,63.15,1218.16,7.14,100604.05,Handwritten
20469707.78,14280,227.35,22.16,39.23,86.54,85.84,9.14,4499.95,Handwritten
29020706.74,21420,235.63,3.18,38.15,77.85,109.84,5.14,7435.95,Handwritten
21152695.63,6120,191.25,10.38,44.25,91.28,241.84,14.14,16927.95,Handwritten
17274633.01,17340,227.01,0.59,41.68,87.96,9.84,8.14,1472.05,Handwritten
19236436.25,52020,183.84,12.48,31.20,69.52,174.16,12.14,18640.05,Handwritten
12489423.36,143820,170.00,23.09,24.47,47.35,544.16,16.14,54020.05,Handwritten
7233660.73,67320,175.31,8.30,37.34,71.36,190.16,9.86,8224.05,Handwritten
7744353.47,14280,244.59,31.15,45.56,102.78,22.16,24.86,8047.95,Handwritten
19709045.41,51000,222.68,6.77,33.44,73.79,226.16,2.86,14532.05,Handwritten
17840802.71,12240,215.16,43.27,27.49,78.63,285.84,9.86,22239.95,Handwritten
12815802.32,13260,236.52,1.54,48.55,104.31,114.16,4.86,5660.05,Handwritten
16975932.10,8670,162.56,36.75,41.11,101.46,67.65,5.13,5035.87,Handwritten
23177586.95,31620,187.59,29.65,49.39,84.24,188.35,12.13,19056.13,Handwritten
15098385.48,1020,199.57,39.23,54.92,162.15,295.65,28.87,24363.87,Handwritten
18406376.54,49980,160.45,29.19,39.07,72.83,298.35,14.13,29878.13,Handwritten
20352301.67,49980,130.00,0.74,39.42,69.42,484.35,27.13,56988.13,Handwritten
24610661.75,67830,212.91,0.63,41.83,73.68,540.35,28.13,63568.13,Handwritten
10452523.34,38760,138.75,63.55,44.27,104.15,94.35,6.87,2860.13,Handwritten
10374697.02,58650,173.04,9.87,62.94,131.17,114.35,18.87,1083.87,Handwritten
13104386.92,30090,149.60,39.92,46.87,96.91,130.35,0.13,8514.13,Handwritten
9823525.25,8670,137.57,37.38,45.30,96.14,21.65,1.13,2579.87,Handwritten
10464814.31,25500,117.00,84.29,44.78,94.90,174.35,10.13,16834.13,Handwritten
13958441.10,47430,142.03,66.66,49.46,115.96,134.35,4.13,10662.13,Handwritten
26151595.57,14280,134.21,7.50,48.07,115.26,55.65,1.13,5163.87,Handwritten
16258561.80,13770,151.79,18.87,46.97,114.24,175.65,9.13,13067.87,Handwritten
11425304.05,3570,118.71,34.89,66.33,133.22,247.65,16.87,21195.87,Handwritten
8632916.29,5100,148.48,26.09,56.85,97.36,141.65,4.13,11141.87,Handwritten
9032577.02,14790,155.65,80.37,50.17,89.45,258.35,2.13,19286.13,Handwritten
8870491.73,4080,153.88,46.23,55.86,117.34,147.65,16.87,15395.87,Handwritten
8477238.84,15810,138.75,27.88,53.19,104.38,109.65,6.87,11011.87,Handwritten
7565774.35,7650,108.80,43.37,47.39,84.17,229.65,0.13,18485.87,Handwritten
11416531.15,11730,162.27,10.87,53.08,113.38,21.65,8.87,5639.87,Handwritten
11936612.65,29580,150.00,47.91,43.52,104.74,80.35,10.13,8844.13,Handwritten
10893303.20,15810,150.38,22.99,48.92,106.05,99.65,3.13,8051.87,Handwritten
6589596.34,6630,127.50,19.93,54.25,109.29,201.65,2.87,16763.87,Handwritten
14441057.27,23460,138.00,55.98,44.39,93.17,106.35,10.13,11054.13,Handwritten
12078092.80,16320,158.51,0.94,47.32,103.60,112.35,0.87,6724.13,Handwritten
12017340.03,17340,155.39,25.38,45.77,105.76,114.35,10.87,2452.13,Handwritten
14392329.50,4590,117.69,75.42,51.18,104.11,223.65,3.13,17723.87,Handwritten
20627197.61,14790,162.00,57.94,42.96,86.49,40.35,10.13,5444.13,Handwritten
17124086.36,11730,117.69,19.50,47.25,87.02,14.35,16.13,5286.13,Handwritten
15816342.58,18360,206.58,30.62,51.05,102.73,16.35,4.13,1340.13,Handwritten
8014802.17,7140,142.95,20.12,52.87,110.58,89.65,8.87,10127.87,Handwritten
8888279.13,8670,238.00,32.23,56.74,115.08,145.65,14.87,14915.87,Handwritten
12163521.51,13260,140.92,30.86,56.60,111.36,85.65,1.13,7443.87,Handwritten
9804694.76,10200,144.28,6.88,47.52,100.11,131.65,1.13,10939.87,Handwritten
5628504.46,6120,111.15,71.66,42.79,79.24,193.65,3.13,15383.87,Handwritten
13250444.00,13260,147.96,60.99,54.60,107.45,19.65,6.13,887.87,Handwritten
9247537.28,15810,135.37,91.70,52.21,107.27,9.65,6.13,77.87,Handwritten
6804602.07,16830,167.21,32.69,54.86,121.98,37.65,13.87,8145.87,Handwritten
5052937.97,9690,176.54,50.33,61.48,144.62,89.65,35.87,16553.87,Handwritten
9528669.01,6120,149.36,45.08,52.77,98.31,3.65,4.87,3155.87,Handwritten
15720811.19,5100,165.21,31.59,52.30,108.74,73.65,3.87,7801.87,Handwritten
12643788.72,12750,130.47,79.61,51.45,103.04,162.35,11.13,16304.13,Handwritten
6703292.83,1530,130.61,23.70,43.98,82.54,209.65,7.13,16159.87,Handwritten
10601509.42,11730,146.12,88.69,48.68,93.78,156.35,14.13,17240.13,Handwritten
3728556.48,6630,107.10,0.58,33.76,63.79,91.65,24.87,14035.87,Handwritten
12176505.00,18360,174.15,20.31,40.74,88.04,479.46,10.90,61088.00,Handwritten
20051443.91,11220,170.00,24.48,36.84,81.64,511.46,8.90,63264.00,Handwritten
15927621.78,75480,255.00,10.04,18.34,47.32,111.46,16.90,34656.00,Handwritten
18736535.43,89760,199.94,28.53,30.33,70.21,492.54,4.90,25984.00,Handwritten
14003156.62,11220,183.48,38.17,41.05,84.21,535.46,10.90,65680.00,Handwritten
21871401.12,92820,170.00,8.50,17.60,44.99,176.54,2.90,0.00,Handwritten
15903685.92,5100,218.57,24.68,37.46,85.98,611.46,8.90,71664.00,Handwritten
18299850.53,84660,129.22,14.24,18.00,38.31,296.54,55.10,70656.00,Handwritten
16098103.55,20400,136.61,5.15,27.97,62.29,287.46,19.10,31904.00,Handwritten
22913119.21,13260,147.90,48.50,31.79,70.60,531.46,7.10,61680.00,Handwritten
24253136.77,49980,239.45,1.66,37.41,78.67,16.54,10.90,20416.00,Handwritten
17871483.19,23460,180.37,1.55,38.94,90.37,395.46,10.90,54200.00,Handwritten
39348138.01,241740,158.70,1.45,26.67,53.33,2398.54,95.10,507112.00,Handwritten
14755414.80,8160,206.25,40.48,42.86,100.71,651.46,24.90,76368.00,Handwritten
22430353.30,251940,220.23,0.31,30.97,67.38,1188.54,4.90,87232.00,Handwritten
21191803.41,47940,179.11,4.99,35.02,73.64,147.46,8.90,32688.00,Handwritten
23132592.67,13260,212.50,35.40,42.07,88.80,571.46,20.90,70272.00,Handwritten
19349602.99,11220,199.86,7.37,43.77,93.97,571.46,18.90,69944.00,Handwritten
9514303.66,11220,201.32,12.14,47.25,96.18,543.46,16.90,67488.00,Handwritten
7612749.22,6120,202.24,7.32,54.46,113.11,647.46,34.90,76976.00,Handwritten
23460942.01,14280,208.96,1.35,36.91,88.42,619.46,20.90,73728.00,Handwritten
18103098.06,278460,200.00,20.21,27.73,56.19,1664.54,9.10,162720.00,Handwritten
13225594.15,12240,231.51,29.67,36.83,82.26,487.46,16.90,63232.00,Handwritten
12630554.08,130560,173.27,3.52,17.78,34.40,15.46,14.90,25920.00,Handwritten
28108733.60,102000,170.00,20.88,29.08,63.21,131.46,0.10,25908.00,Handwritten
25710984.91,73440,231.82,1.66,29.36,64.87,155.46,4.90,31040.00,Handwritten
18010389.54,135660,199.94,10.07,32.57,66.01,438.54,4.90,21232.00,Handwritten
20496695.62,213180,227.68,0.66,27.81,59.93,804.54,8.90,47280.00,Handwritten
15954332.45,30600,215.54,17.55,35.77,71.54,183.46,8.90,35712.00,Handwritten
21917155.28,44880,196.79,26.31,31.20,75.96,371.46,0.90,48592.00,Handwritten
30920628.12,148920,142.42,18.31,24.71,54.50,484.54,95.10,147280.00,Handwritten
30277154.05,212160,149.92,29.81,22.14,46.25,1602.54,89.10,343436.00,Handwritten
16237821.50,17340,174.15,5.03,36.19,79.24,303.46,10.90,46656.00,Handwritten
9707166.43,10200,147.78,25.00,33.08,68.26,591.46,4.90,69408.00,Handwritten
18767425.84,32640,212.50,7.13,20.64,58.14,399.46,26.90,59904.00,Handwritten
28999026.81,23460,232.69,18.72,28.41,93.73,143.46,12.90,34720.00,Handwritten
19289717.01,131580,194.02,10.88,24.62,53.93,816.54,0.90,60704.00,Handwritten
23920825.78,125460,184.17,10.81,24.33,58.44,7.46,2.90,16560.00,Handwritten
18418193.84,66300,204.00,4.97,30.64,66.84,207.46,2.90,34560.00,Handwritten
24950159.67,70380,188.35,25.38,30.44,70.14,111.46,4.90,27168.00,Handwritten
17964822.86,108120,194.15,9.00,22.27,49.16,55.46,4.90,22240.00,Handwritten
8163636.81,14280,98.52,75.88,41.75,81.86,1.15,21.09,4766.30,Handwritten
